Unnamed: 0,Unnamed: 1,Neuro Drain #1 Type,verify,Unnamed: 4,223926.0,Neuro Drain #1 Type.1,Unnamed: 7,Unnamed: 8,0.0,Neurological,Unnamed: 11,Unnamed: 12,Unnamed: 13,metavision,Unnamed: 15,Text,Unnamed: 17
,,,,,41194.0,OB pad,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41201.0,probalance TF,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41216.0,go-lytely,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41217.0,probalance fs,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41218.0,ns+40gm cagluconate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41219.0,pheresis intake,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41220.0,hd,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41234.0,floor intake,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41237.0,ns fluid boluses,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41246.0,bladder irrigation,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41275.0,golytly,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41303.0,cath lab dye,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41307.0,Peritoneal Dialysate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41322.0,rl bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41351.0,QUINIDINE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41352.0,ER FLUIDS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41353.0,KPHOS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41354.0,PD fluid retained,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41355.0,C.O,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41356.0,IV Bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41357.0,NG aspirate,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41358.0,EBL(OR),,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41367.0,iv fluid from osh,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41368.0,er ivf,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41371.0,ns fluid bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41372.0,redicat,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41373.0,NS for BT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41380.0,nsbolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41381.0,PLASMAPHERESIS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41382.0,angio in,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41383.0,PLASMAPHORESIS,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41387.0,CATH LAB DYE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41388.0,CATH LAB FLUID,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41389.0,ct contrast,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41390.0,barracat,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41391.0,k-phos 20mmol/500cc,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41392.0,ns b,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41408.0,mannitol,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41409.0,ED Intake,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41410.0,Flolan,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41413.0,ready cat,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41415.0,lactulose enema,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41416.0,free h2o boluses,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41425.0,kayexalate pr,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41427.0,1/2 nsfluidbolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41428.0,ns .9% bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41429.0,PD INFUSED,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41430.0,free water boluses,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41431.0,ampho bladder wash,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41432.0,ns pr              e,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41439.0,sodium phos,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41445.0,NS IN ER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41446.0,RL IN OR,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41447.0,Panidronate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41448.0,protonix 8mg/250,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41449.0,NS 4gr Ca Gluconate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41450.0,21mM Potassium Phos,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41451.0,NS with 4 gr Ca Gluc,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41457.0,Free H20 intake,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41458.0,pantopralole,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41459.0,1/4 NS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41460.0,capd dialysate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41461.0,PO contrast,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41466.0,before icu ns,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41467.0,NS IV bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41474.0,capd,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41485.0,SODIUM PHOS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41490.0,NS bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41491.0,fluid bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41492.0,plueral fluid,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41493.0,THERMODILUTION FLUID,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41508.0,plural fluid,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41516.0,versed drip,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41517.0,talc in ct,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41518.0,bumex,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41520.0,paracentsis,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41524.0,IVF AT OSH,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41525.0,PROTONIX MG/HR,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41526.0,1/2 ns bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41531.0,octreotide,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41532.0,Pamidronate        l,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41537.0,iv protonix,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41538.0,enema-lactulose,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41549.0,thermoldilution,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41550.0,dextrose gtt,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41555.0,hd removal,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41556.0,ng,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41557.0,oral,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41561.0,GASTROGRAFFIN,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41568.0,Multivitamin,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41575.0,ENEMA,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41579.0,golytely,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41580.0,free h2o bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41581.0,Water bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41582.0,free h20 bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41583.0,pantoprazole,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41591.0,kayexolate PR,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41597.0,Dextrose 15%,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41609.0,Rifampin,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41610.0,ER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41611.0,Nesiritide,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41619.0,frfee water boluses,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41620.0,dialysate in,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41621.0,Bannana Bag,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41622.0,K-Acetate 40mEq/250,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41627.0,pepcid gtt,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41632.0,Mannitol,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41642.0,contrast,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41643.0,15 mMol KPhos,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41646.0,famotidine,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41651.0,xygris,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41652.0,GO-LYTELY,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41653.0,Vanco Enema In:,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41654.0,Gastro Graphin,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41662.0,hd off,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41668.0,mycomust,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41669.0,Xygris,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41676.0,EW,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41677.0,Angio IVF,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41688.0,lactulose Enema,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41689.0,15 MMOL NaPHOS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41693.0,Verapamil,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41694.0,Verapamil drip,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41695.0,NS fluid boluses,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41697.0,bal cctn,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41701.0,iv intake in angio,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41702.0,EW IVF,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41704.0,Lactulose Enema,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41706.0,irrig for bldr press,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41709.0,Kayoxalate Enema,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41710.0,glucagon,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41711.0,CAPD dialysate dwell,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41712.0,CT prep,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41714.0,CAPD efluent,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41721.0,fee water bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41726.0,ascites,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41732.0,Mannitol 50Gm/250mL,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41733.0,phenobarbital,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41739.0,TOTAL IN FROM PAPERT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41740.0,iv fluid since mn,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41741.0,TOTAL IN ON PAPER CT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41742.0,Lactulose300mg/NS700,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41743.0,water bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41744.0,total intake since n,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41745.0,H20 BOLUS VIA NG,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41746.0,input from midnight,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41747.0,i&o by paper,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41752.0,uo since mn,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41757.0,FLOOR INTAKE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41759.0,BICARB,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41760.0,lacutlose enema,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41761.0,READYCAT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41765.0,gastrograffin,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41771.0,ns w/ 15mmol na+ phs,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41773.0,Bari-cat,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41774.0,HD putback,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41776.0,IR blood products,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41777.0,IR intake,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41779.0,CSF needle aspirate,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41780.0,Paracentisis,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41787.0,Peritoneal dial in,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41788.0,K+ Phos,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41789.0,thoracen fluid,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41791.0,2.5% dialysate in,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41792.0,1.5% dialysate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41797.0,protonix gtt cc/hr,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41798.0,TF PROBALANCE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41799.0,Hemo Vol,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41807.0,Calcium chloride IVP,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41808.0,sodium bicarb IVP,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41810.0,plasmaphoresis,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41814.0,reaadicat,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41823.0,nicardipine gtt,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41824.0,D5W 150meq NAHCO3,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41825.0,golytlely,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41827.0,Dilaudid Epidural,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41828.0,nicardipine drip,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41835.0,Bicarb gtt,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41841.0,]readi-cat,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41845.0,pamidrinate in ns,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41846.0,study drug,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41848.0,Mucomyst,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41850.0,golytle,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41851.0,3/4str impact w/fibr,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41853.0,GO LYTELY,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41855.0,iv fluid in er,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41856.0,Barocet,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41859.0,flolan,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41864.0,thermodilution fluid,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41865.0,injectate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41895.0,Glucagon Gtt,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41896.0,ivf boluses,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41902.0,angio intake,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41905.0,ANGIO INTAKE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41906.0,NA PHOS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41913.0,NS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41915.0,FREE WATER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41916.0,NIMBEX,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41938.0,ATG,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41941.0,VAC DRESSING,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,41956.0,Potassium,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41958.0,KPHOS 30MMOL,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41962.0,PRECEDEX CC/HR,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41963.0,HCL GTT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41968.0,bicarb drip,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41981.0,THAM GTT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41983.0,NAHCO3,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,41984.0,FREE H20,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42007.0,GASTROGRAFIN,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42024.0,angio fluids /anes,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42025.0,D5.45 60K,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42026.0,Flush LT ct #1&2 q8',,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42027.0,PROMOTE WIH FIBER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42028.0,PROMOTE WITH FIBER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42030.0,angio ebl,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42038.0,er crystalloid,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42039.0,ANGIO CRYSTALL,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42040.0,CISTACURIUM,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42041.0,barium sulfate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42044.0,aprotinin cc/hr,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42045.0,nimbex mcg/kg/min,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42047.0,ebl,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42049.0,criticare hn tf,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42050.0,promote with fiber,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42051.0,AMPHOTERCIN CC HR,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42052.0,FREE H20 BOLUS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42053.0,GASTROGAVIN IN H20,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42058.0,ER INTAKE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42059.0,promote/fiber,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42060.0,METHYLPREDNISONE GTT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42061.0,CBI-NS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42062.0,Precedex (mcg/kg/hr),,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42063.0,pamidronate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42064.0,bladder press irrig,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42065.0,ASCITIC FLUID,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42074.0,TPA 1MG/5CC,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42076.0,c scan,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42079.0,CONTRAST VIA NG.,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42082.0,ANGIO CRYSTALLOIDS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42083.0,PRE ANGIO(PACU)CRYST,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42084.0,1/4STR BETAD. FLUSH,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42087.0,NS 40 KCL,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42088.0,METROWEST INTAKE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42089.0,K PHOS OVER 6 HRS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42090.0,Promote with fiber,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42091.0,impact w/fiber+promo,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42099.0,urinary irrigant,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42100.0,cistatracurium,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42102.0,ER U/O,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42106.0,PROMOTE/FIBER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42108.0,ANGIO CRYS,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42109.0,REPLACEMENT FLUID,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42110.0,ANGIO EBL,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42112.0,Old trauma line site,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42115.0,iv fluid in angio,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42116.0,PROMOTE/w/FIBER,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42117.0,THYMOGLOBULIN,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42118.0,EBL IN ANGIO,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42125.0,ANGIO IN,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42126.0,Solumedrol gtt,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42127.0,C SCAN,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42134.0,cistacur mcq/kg/min,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42135.0,IMPACTW/FIBER+PROMOD,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42136.0,REDICAT,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42137.0,left groin bag,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42142.0,FREE WATER/OR D5W,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42146.0,APROTONIN,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42149.0,ETOH DRIP,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42150.0,CRITICARE TF,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42154.0,Bile instillation,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42161.0,ns w/40 kcl,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42162.0,k phosphate iv,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42163.0,solumedrol drip,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42166.0,bile replacement/q4h,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42168.0,breast pumping,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42171.0,ANGIO,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42172.0,MANITOL,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42173.0,aprotonin,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42174.0,nimbex cc/hr,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42175.0,CONTRAST VIA OG,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42176.0,approtinin,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42177.0,RT. PIGTAIL,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,42180.0,CISATRICURIUM,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42185.0,Pre admit FFP,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,42186.0,Pre admit PRBC,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
